player_id,player_name,positions,assisted_tackles,blocks,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,qb_hits,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
rhema-getter,Rhema Getter,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1.0,8.0,1.0,10.0,10.0,1.0,1.0,10.0,,,1.0,1.0,,,,
ricardo-barnett,Ricardo Barnett,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,5.0,,,,
rico-moore,Rico Moore,LB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
riley-stapleton,Riley Stapleton,WR,4.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,
robi-stuart,Robi Stuart,DL,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,10.0,16.0,7.5,3.0,,
rodell-rahmaan,Rodell Rahmaan,TE/WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,108.0,7.0,275.0,30.0,,,,,,,,2.0,2.0,,,,
roderick-ross-jr,Roderick Ross Jr.,OL,36.0,,,,,,,,,,,,,,,,,,40.4,0.0,1.0,283.0,7.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,38.0,3.5,24.0,60.0,12.5,31.0,,
rodrick-washington-jr,Rodrick Washington Jr,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
romeo-roberts,Romeo Roberts,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
ronald-malbrough,Ronald Malbrough,LB,0.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,7.0,7.0,0.0,7.0,1.0,1.0,,11.0,0.0,11.0,,42.6,62.0,3.0,149.0,14.0,1.0,2.0,3.0,0.0,2.0,,,1.0,1.0,1.0,0.0,,
ronnie-beard,Ronnie Beard,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
ross-patterson,Ross Patterson,K,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,
rudy-ngougni,Rudy Ngougni,DL,10.0,,1.0,0.0,,,,,,,,,18.0,18.0,18.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,12.0,22.0,1.0,0.0,,
rudy-silvera,Rudy Silvera,,10.0,,2.0,1.0,,,,,,,,,45.0,45.0,45.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,9.0,19.0,,,,
ryan-hibbets,Ryan Hibbets,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
ryan-nixon,Ryan Nixon,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,
rysan-richardson,Rysan Richardson,K,,,,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,78.0,49.0,,160.0,8.0,663.0,,0.0,0.0,0.0,0.0,1.0,19.099999999999998,58.0,37.0,6.0,148.0,,,,,,,,
sam-hammond,Sam Hammond,DL,0.0,,,,,,,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,1.0,1.0,,11.0,0.0,11.0,,98.5,148.0,8.0,365.0,29.0,-20.0,1.0,2.0,0.0,-20.0,,,1.0,1.0,,,,
sam-moala,Sam Moala,LB,4.0,,1.0,0.0,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,14.0,18.0,3.0,2.0,,
sammie-epps,Sammie Epps,WR,11.0,,2.0,1.0,,,,,,,,,20.0,20.0,20.0,,3.0,,,,,,,42.0,42.0,0.0,42.0,,,3.0,,,,,,,,,,,,,,,,,24.0,35.0,1.0,0.0,,
samuel-seward,Samuel Seward,ATH,2.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
savion-turner,Savion Turner,DL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,
scott-roche,Scott Roche,K,0.0,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,,
sean-connaghan,Sean Connaghan,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,105.0,3.0,211.0,16.0,,,,,,,,,,,,,
shahuan-williams,Sha'huan Williams,DL,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.0,,,,
shane-meerbott,Shane Meerbott,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,
shaquan-curenton,Shaquan Curenton,,2.0,,,,,,,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,118.0,65.0,,146.0,13.0,701.0,,,,,,,16.9,66.0,49.0,8.0,214.0,,,0.0,2.0,,,,
shaquez-bond,Shaquez Bond,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,
shaun-mcgee,Shaun Mcgee,DL,0.0,,,,,,,,1.0,0.0,3.0,0.0,,,,10.0,,,,,,,,,,,,234.0,169.0,,299.0,35.0,1795.0,,1.0,1.0,0.0,1.0,1.0,23.8,103.0,60.0,5.0,167.0,,,0.0,0.0,,,,
shawn-coursey,Shawn Coursey,OL,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,,,,
shay-roberts,Shay Roberts,OL,13.0,,1.0,0.0,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,9.0,22.0,,,,
shyron-rodgers,Shyron Rodgers,OL,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,8.0,3.0,15.0,23.0,4.0,1.0,,
sidney-jones,Sidney Jones,DL,17.0,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,19.0,2.5,15.0,32.0,3.5,17.0,,
simeon-burns,Simeon Burns,DB,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,12.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,
stanley-williams,Stanley Williams,RB,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,,,,
stephen-matina,Stephen Matina,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
stephen-nagbe-jr,Stephen Nagbe Jr,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,21.0,0.0,23.0,2.0,,,,,,,,2.0,3.0,,,,
sterling-clark,Sterling Clark,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
steven-adair,Steven Adair,,3.0,,1.0,0.0,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0,11.0,,,,
steven-fluker,Steven Fluker,OL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,1.0,0.0,,
steven-newbold,Steven Newbold,,0.0,,,,,,,,,,,,,,,,5.0,,,,,,,24.5,26.0,0.0,43.0,,,,,,,,54.3,62.0,1.0,116.0,14.0,18.0,20.0,4.0,1.0,26.0,,,1.0,1.0,,,,
steven-newbold-jr,"Steven Newbold, Jr.",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,20.0,2.0,26.0,4.0,7.8999999999999995,33.0,35.0,0.0,91.0,,,0.0,1.0,,,,
steven-parker,Steven Parker,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,5.0,0.0,,
steven-thomas,Steven Thomas,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.5,0.0,3.0,0.5,0.0,,
td-ayo-durojaiye,TD Ayo-Durojaiye,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
team,TEAM,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
tabyus-taylor,Tabyus Taylor,RB,0.0,,,,,,,,1.0,0.0,2.0,0.0,,,,,3.0,,,,,,,23.0,23.0,0.0,23.0,,,,,,,,45.5,61.0,2.0,75.0,10.0,21.099999999999998,83.0,52.0,3.0,162.0,,,6.0,6.0,2.0,0.0,,
tairiq-stewart,Tairiq Stewart,OL,2.0,,,,23.0,193.0,10.0,,,,,,,,,,,61.0,422.0,3.0,3.0,2288.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,31.0,31.0
talon-gamble,Talon Gamble,DL,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,1.0,0.0,,
tasleem-wilson,Tasleem Wilson,QB,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,7.5,13.0,0.0,15.0,,,,,,,,47.5,84.0,5.0,216.0,21.0,,,,,,,,0.0,1.0,,,,
tavin-fitzgerald,Tavin Fitzgerald,DL,15.0,,1.0,0.0,,,,,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,22.0,37.0,,,,
team-stat,Team Stat,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,15.0,0.0,31.0,3.0,,,,,,,,,,,,,
terrance-mcclain-jr,Terrance McClain Jr.,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
terrance-tolbert-mcintyre,Terrance Tolbert-Mcintyre,WR,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,11.0,16.0,,,,
terrell-brown,Terrell Brown,WR,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,11.0,11.0,0.0,11.0,,,,,,,,20.0,22.0,1.0,40.0,2.0,,,,,,,,,,,,,
terrence-jackson,Terrence Jackson,DB,20.0,,5.0,0.0,,,,,,,,,19.0,19.0,19.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20.0,40.0,2.0,0.0,,
terrence-jackson-jr,Terrence Jackson Jr,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.5,10.0,17.0,1.5,0.0,,
tevin-bush,Tevin Bush,JLB,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,20.0,23.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,
tevin-shipp,Tevin Shipp,LB,14.0,,5.0,0.0,,,,2.0,,,,,20.0,25.0,40.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,29.0,43.0,,,,
thomas-kadera,Thomas Kadera,WR,0.0,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,3.0,91.0,10.0,24.7,59.0,54.0,9.0,214.0,,,1.0,1.0,1.0,0.0,,
thurlow-wilkins,Thurlow Wilkins,RB,0.0,,,,,,,,1.0,0.0,1.0,0.0,,,,4.0,,,,,,,,,,,,57.0,27.0,,59.0,9.0,292.0,,,,,,,5.3,15.0,13.0,0.0,28.0,,,0.0,0.0,,,,
timothy-shannon-jr,Timothy Shannon Jr.,DB,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
tirri-jones,Tirri Jones,QB,20.0,,1.0,1.0,,,,,,,,,28.0,28.0,28.0,,2.0,,,,,,,7.0,7.0,0.0,7.0,,,3.0,,,,1.0,,,,,,,,,,,15.0,5.0,27.0,47.0,12.0,4.0,,
tony-kennedy,Tony Kennedy,OL,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,40.0,23.0,,79.0,4.0,283.0,,,,,,,11.5,31.0,20.0,4.0,84.0,,,,,,,,
tracy-brooks,Tracy Brooks,RB,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
trae-jackson,Trae Jackson,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.0,0.0,,
trae-self,Trae Self,QB,4.0,,1.0,0.0,,,,,,,,,15.0,15.0,15.0,,1.0,,50.0,0.0,0.0,50.0,1.0,10.0,10.0,0.0,10.0,,,2.0,,,,,,,,,,,,,,,,,8.0,12.0,,,,
traevan-john,Traevan John,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,9.0,1.0,,,,,,,,1.0,1.0,,,,
traveon-samuel,Traveon Samuel,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,1.0,3.0,1.0,0.0,,
travier-fields-jackson,Travier Fields-Jackson,ATH,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,6.0,,,,
travion-mosby,Travion Mosby,DB,3.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20.0,23.0,,,,
travis-anderson,Travis Anderson,OL,8.0,,1.0,0.0,,,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6.0,14.0,,,,
travis-taylor,Travis Taylor,DL,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,93.0,54.0,,103.0,8.0,471.0,,,,,,,-6.5,3.0,5.0,1.0,-7.0,,,0.0,1.0,,,,
trayoun-maxie,Trayoun Maxie,DB,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,43.7,57.0,3.0,89.0,11.0,22.3,57.0,44.0,6.0,218.0,,,1.0,1.0,,,,
trayvon-culbert,Trayv'on Culbert,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,
treden-davis-reed,Treden Davis-Reed,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
tremell-gooden,Tremell Gooden,WR,15.0,,1.0,0.0,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,21.0,36.0,3.0,15.0,,
tremon-brewer,Tremon Brewer,ATH,0.0,,,,,,,,1.0,0.0,,,,,,0.0,4.0,,,,,,,11.8,21.0,0.0,47.0,1.0,1.0,,9.0,0.0,9.0,,36.7,50.0,2.0,89.0,12.0,30.799999999999997,115.0,50.0,5.0,263.0,,,0.0,0.0,,,,
trent-crawford,Trent Crawford,DB,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,0.0,12.0,1.0,3.3,16.0,17.0,0.0,27.0,,,,,,,,
trey-dixon,Trey Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,0.0,15.0,1.0,-1.0,0.0,1.0,0.0,-1.0,,,,,,,,
trey-dudley-giles,Trey Dudley-Giles,DB,0.0,,,,,,,,,,,,,,,0.0,,0.0,56.0,0.0,0.0,112.0,2.0,,,,,1.0,1.0,,39.0,1.0,39.0,,134.0,190.0,7.0,463.0,37.0,14.0,14.0,3.0,2.0,14.0,,,3.0,3.0,1.0,0.0,0.0,0.0
trey-taylor,Trey Taylor,P,23.0,,,,,,,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5,25.0,48.0,13.0,11.0,,
troy-evans-jr,Troy Evans Jr.,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.099999999999994,84.0,4.0,144.0,14.0,27.5,29.0,9.0,0.0,39.0,,,5.0,5.0,2.0,0.0,,
tyalen-shaw,Tyalen Shaw,QB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,14.0,26.0,3.0,0.0,,
tyler-cassel,Tyler Cassel,DL,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,19.0,4.0,0.0,,
tyler-clark,Tyler Clark,DL/DT,1.0,,,,,,,,,,1.0,0.0,,,,,4.0,,,,,,,9.0,12.0,0.0,36.0,,,,,,,,41.5,46.0,0.0,52.0,5.0,21.1,78.0,41.0,8.0,144.0,,,3.0,4.0,1.0,0.0,,
tyler-lauenstein,Tyler Lauenstein,QB,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6.0,1.0,4.0,11.0,4.0,6.0,,
tyler-meeks,Tyler Meeks,DB,1.0,,,,,,,,,,1.0,0.0,,,,,4.0,,,,,,,12.7,17.0,0.0,38.0,,,,,,,,35.1,49.0,2.0,99.0,8.0,2.0,2.0,1.0,0.0,2.0,,,3.0,4.0,,,,
tyre-williams,Tyre Williams,,5.0,,2.0,0.0,,,,,1.0,0.0,5.0,4.0,25.0,25.0,25.0,5.0,6.0,0.0,,,,,,31.5,41.0,0.0,95.0,129.0,83.0,1.0,140.0,17.0,805.0,,,,,,,32.4,87.0,29.0,3.0,178.0,,,21.0,26.0,,,0.0,0.0
tyrek-sharp,Tyrek Sharp,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,56.0,4.0,115.0,13.0,,,,,,,,1.0,1.0,1.0,0.0,,
tyrell-thompson,Tyrell Thompson,OL,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,4.0,3.0,,12.0,0.0,21.0,,,,,,,,,,,,,,,,,,,
tyron-laughinghouse,Tyron Laughinghouse,ATH/WR,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,6.0,1.0,2.0,,
verlon-reed,Verlon Reed,QB,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,6.0,1.5,7.0,16.0,4.0,0.0,,
victor-leventritt,Victor Leventritt,K,9.0,,,,,,,,,,,,,,,0.0,2.0,,,,,,,23.0,23.0,0.0,23.0,1.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,9.0,18.0,0.5,0.0,,
vincent-espinoza,Vincent Espinoza,QB,,,,,,,,,,,4.0,2.0,,,,8.0,,0.0,,,,,,,,,,272.0,165.0,,255.0,39.0,1749.0,,-5.0,0.0,0.0,-5.0,1.0,11.100000000000001,19.0,11.0,2.0,24.0,,,,,,,0.0,0.0
vincent-standridge,Vincent Standridge,,,,,,3.0,37.0,1.0,,,,,,,,,,,4.0,45.2,0.0,2.0,271.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
vincent-wilkerson,Vincent Wilkerson,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,6.0,0.5,0.0,,
wesley-jones,Wesley Jones,QB,3.0,,2.0,0.0,,,,,,,,,-5.0,0.0,-5.0,1.0,,,,,,,,,,,,17.0,12.0,4.0,26.0,2.0,139.0,,,,,,,-1.1,5.0,12.0,2.0,-13.0,,,15.0,18.0,1.0,0.0,,
william-langford,William Langford,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
william-rollins,William Rollins,OL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
william-walters,William Walters,QB,3.0,,1.0,0.0,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,1.0,5.5,8.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,,,15.0,18.0,,,,
willie-caviness,Willie Caviness,K,8.0,,3.0,0.0,,,,,2.0,6.0,,,28.0,28.0,28.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,28.0,36.0,,,,
xaiver-spann,Xaiver Spann,DB,15.0,,1.0,0.0,,,,,1.0,0.0,,,16.0,16.0,16.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,29.0,44.0,,,,
xavier-powell,Xavier Powell,QB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,8.0,3.0,0.0,,
xavier-toliver,Xavier Toliver,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,
xzavier-crawford-injured-reserve,Xzavier Crawford (Injured Reserve),WR,,,,,,,,,,,7.0,2.0,,,,3.0,,,,,,,,,,,,79.0,43.0,,142.0,6.0,557.0,,,,,,,-9.0,22.0,24.0,2.0,-33.0,,,,,,,,
yuka-onya,Yuka Onya,DL,0.0,,,,,,,,,,,,,,,,6.0,,,,,,,50.5,62.0,0.0,95.0,,,,,,,,37.0,45.0,0.0,68.0,9.0,-2.9,7.0,7.0,0.0,2.0,,,2.0,2.0,,,,
zach-hannibel,Zach Hannibel,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,17.0,34.0,1.5,1.0,,
zacharaus-gentry,Zacharaus Gentry,DB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,2.0,0.0,,
zachariah-trujillo,Zachariah Trujillo,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
zachary-fondal,Zachary Fondal,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,0.0,,
zachary-schleuger,Zachary Schleuger,LB,13.0,,2.0,0.0,,,,,,,,,5.0,5.0,5.0,,1.0,,,,,,,8.0,8.0,0.0,8.0,,,4.0,,,,,,,,,,,,,,,,,26.0,39.0,,,,
zack-brown,Zack Brown,DL/LB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.5,1.0,,
zackary-ninekirk,Zackary Ninekirk,DE,12.0,,2.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,22.0,34.0,0.5,0.0,,
zemar-anderson,Zemar Anderson,DL,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,21.0,2.5,6.0,12.0,2.5,7.0,,
zuri-davis,Zuri Davis,WR,8.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,11.0,19.0,1.5,2.0,,
